 10 
 100 475 
 82 88 74 
 84 89 36 
 85 87 -19 
 85 92 -83 
 86 87 99 
 87 88 3 
 89 91 57 
 89 92 -1 
 89 99 -70 
 90 90 96 
 90 99 94 
 92 93 37 
 93 96 90 
 98 100 -80 
 100 100 59 
